Unnamed: 0	sub_id	ses_id	block_no	trial_no	phase_type	phase_no	phase_length	trialInPhase_no	phase_type_order	color_left	color_right	color1	color2	position1	position2	prob1	prob2	mag1	mag2	ev1	ev2	outcome1	outcome2	prob_left	prob_right	mag_left	mag_right	ev_left	ev_right	reward_validity	resp_time	resp_key	timeout	choice_side	choice	ev_corr_resp	ev_correct	prob_corr_resp	prob_correct	mag_corr_resp	mag_correct	high_prob	high_prob_side	high_prob_color	low_prob_color	no_brain	reward	name	version	proj_id	logFileID
10	7	1	1	11	stable	1	200	11	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	valid	0.4499055220003356	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
11	7	1	1	12	stable	1	200	12	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	valid	0.4332358930005285	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
12	7	1	1	13	stable	1	200	13	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	0	1	0.30000000000000004	0.7	4	2	1.2000000000000002	1.4	invalid	0.3665990560002683	53248	0	1	1	53248	1	53248	1	51200	0	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
13	7	1	1	14	stable	1	200	14	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	valid	0.4332443919993239	53248	0	1	2	53248	1	51200	0	53248	1	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
14	7	1	1	15	stable	1	200	15	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.8997762019971558	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
15	7	1	1	16	stable	1	200	16	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	valid	0.6498499469998933	53248	0	1	1	51200	0	53248	1	51200	0	0.7	53248	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
16	7	1	1	17	stable	1	200	17	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	valid	0.3332611299993005	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	1	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
17	7	1	1	18	stable	1	200	18	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	valid	0.416574725000828	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
18	7	1	1	19	stable	1	200	19	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.4665572350022558	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
19	7	1	1	20	stable	1	200	20	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.3999100129985891	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
20	7	1	1	21	stable	1	200	21	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	valid	0.4332368710020091	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	0	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
21	7	1	1	22	stable	1	200	22	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	valid	0.4165650280010596	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
22	7	1	1	23	stable	1	200	23	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.30000000000000004	0.7	6	2	1.8000000000000005	1.4	valid	0.9830878410029982	53248	0	1	1	51200	0	53248	1	51200	0	0.7	53248	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
23	7	1	1	24	stable	1	200	24	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.3832493230002001	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
24	7	1	1	25	stable	1	200	25	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	valid	0.4998836560007476	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	1	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
25	7	1	1	26	stable	1	200	26	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	1	0	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	valid	1.1330434570008947	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
26	7	1	1	27	stable	1	200	27	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	0	1	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	invalid	0.8331197550032812	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
27	7	1	1	28	stable	1	200	28	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	1	0	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	valid	1.2330154650007898	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
28	7	1	1	29	stable	1	200	29	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	valid	0.8997604420001153	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	0	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
29	7	1	1	30	stable	1	200	30	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	valid	0.8664511819988547	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
30	7	1	1	31	stable	1	200	31	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	valid	0.9331036399998992	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
31	7	1	1	32	stable	1	200	32	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	0	1	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	invalid	1.0497304730015458	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
32	7	1	1	33	stable	1	200	33	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	0	1	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	invalid	1.0497304769996845	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
33	7	1	1	34	stable	1	200	34	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.5332030379977368	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	1	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
34	7	1	1	35	stable	1	200	35	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.30000000000000004	0.7	6	2	1.8000000000000005	1.4	valid	0.516537731000426	51200	0	0	2	51200	1	53248	0	51200	1	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
35	7	1	1	36	stable	1	200	36	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.30000000000000004	0.7	2	2	0.6000000000000001	1.4	valid	1.0163934079973842	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
36	7	1	1	37	stable	1	200	37	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	0	1	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	invalid	0.6498615849995986	53248	0	1	1	51200	0	53248	1	51200	0	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
37	7	1	1	38	stable	1	200	38	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.7831474970007548	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
38	7	1	1	39	stable	1	200	39	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.30000000000000004	0.7	6	6	1.8000000000000005	4.199999999999998	valid	0.7997879539980204	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
39	7	1	1	40	stable	1	200	40	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	0	1	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	invalid	1.3829699729976708	53248	0	1	1	51200	0	53248	1	51200	0	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
40	7	1	1	41	stable	1	200	41	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	valid	0.7831345080012397	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	turquoise	purple	1	10	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
41	7	1	1	42	stable	1	200	42	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	valid	0.6998241440014681	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	turquoise	purple	1	10	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
42	7	1	1	43	stable	1	200	43	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	0	1	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	invalid	0.7664723409980071	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
43	7	1	1	44	stable	1	200	44	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.6498468639983912	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
44	7	1	1	45	stable	1	200	45	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	valid	0.7164957129971299	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
45	7	1	1	46	stable	1	200	46	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.30000000000000004	0.7	2	10	0.6000000000000001	7.0	valid	0.6998328570007288	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	10	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
46	7	1	1	47	stable	1	200	47	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	1	0	0.30000000000000004	0.7	4	2	1.2000000000000002	1.4	valid	0.5665384730018559	53248	0	1	1	53248	1	53248	1	51200	0	0.7	53248	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
47	7	1	1	48	stable	1	200	48	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	0.5165443680016324	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	turquoise	purple	1	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
48	7	1	1	49	stable	1	200	49	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	0	1	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	invalid	0.4998798460001126	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
49	7	1	1	50	stable	1	200	50	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	valid	0.3665995039991685	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	turquoise	purple	1	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
50	7	1	2	51	stable	1	200	51	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	0	1	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	invalid	0.7498353470000438	53248	0	1	2	53248	1	51200	0	53248	1	0.7	51200	turquoise	purple	0	10	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
51	7	1	2	52	stable	1	200	52	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	0	1	0.30000000000000004	0.7	2	2	0.6000000000000001	1.4	invalid	0.4832163499995658	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
52	7	1	2	53	stable	1	200	53	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	0	1	0.30000000000000004	0.7	6	6	1.8000000000000005	4.199999999999998	invalid	0.43323592400338384	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	0	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
53	7	1	2	54	stable	1	200	54	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	1	0	0.30000000000000004	0.7	4	2	1.2000000000000002	1.4	valid	0.4498959580014344	51200	0	0	2	53248	0	53248	0	51200	1	0.7	53248	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
54	7	1	2	55	stable	1	200	55	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	0	1	0.30000000000000004	0.7	4	6	1.2000000000000002	4.199999999999998	invalid	1.0497294630004037	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	1	4	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
55	7	1	2	56	stable	1	200	56	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.5665406510015601	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
56	7	1	2	57	stable	1	200	57	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	0	1	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	invalid	0.34993299699999625	51200	0	0	1	53248	0	51200	1	53248	0	0.7	51200	turquoise	purple	0	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
57	7	1	2	58	stable	1	200	58	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.5332115119999798	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	turquoise	purple	1	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
58	7	1	2	59	stable	1	200	59	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	0	1	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	invalid	0.5832009369987645	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
59	7	1	2	60	stable	1	200	60	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	0	1	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	invalid	0.6165259850022267	53248	0	1	2	51200	0	51200	0	53248	1	0.7	51200	turquoise	purple	1	6	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
60	7	1	2	61	stable	1	200	61	sv	turquoise	purple	turquoise	purple	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	0.5165537719985878	53248	0	1	2	51200	0	51200	0	51200	0	0.7	51200	turquoise	purple	1	0	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
61	7	1	2	62	stable	1	200	62	sv	purple	turquoise	turquoise	purple	right	left	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.30000000000000004	0.7	6	2	1.8000000000000005	1.4	valid	1.1996982189994014	53248	0	1	1	51200	0	53248	1	51200	0	0.7	53248	turquoise	purple	0	2	ml	2.7.3	lorasick	sub-07_ses-01_task-ml_proj-lorasick_2021-01-13-14-01-56.936892
